Index,Raw #,#,Set,Name,Team,Pts.,Yr.,OB/C,Spd/IP,Pos,H,Icon,PU,SO,GB,FB,W,S,S+,DB,TR,HR
'04 84-1 UL,84,84-1,UL,Rich Harden,Athletics,140,'04,2,6,Starter,R,R,1-3,4-9,10-14,15-18,19-,20-,-,21-25,-,26+
'01 46-2 1st,46,46-2,1st,Ricky Bones,Marlins,140,'01,2,1,Reliever,R,,1-2,3-6,7-13,14-17,-,18-20,-,-,-,-
'01 442 1st,442,442,1st,Ricky Ledee,Rangers,140,'01,7,A,LF-RF+1,L,,-,1-2,3-,4-,5-10,11-15,16-,17-,18-,19-20
'00 382 1st,382,382,1st,Robb Nen,Giants,140,'00,3,1,Closer,R,,8-9,1-7,10-13,14-16,17-,18-20,-,-,-,-
'01 364 1st,364,364,1st,Ruben Rivera,Padres,140,'01,6,B,"CF+2, LF-RF+1",R,,-,1-3,-,-,4-10,11-12,13-,14-,15-16,17-20
'01 192 1st,192,192,1st,Scott Elarton,Astros,140,'01,1,6,Starter,R,,1-4,5-7,8-12,13-17,18-,19-,-,20-,-,-
'01 192 AP,192,192,AP,Scott Elarton,Astros,140,'01,1,6,Starter,R,,1-4,5-7,8-12,13-17,18-,19-,-,20-,-,-
'01 192 UL,192,192,UL,Scott Elarton,Astros,140,'01,1,6,Starter,R,,1-4,5-7,8-12,13-17,18-,19-,-,20-,-,-
'03 218 UL,218,218,UL,Scott Hatteberg,Athletics,140,'03,11,8,1B+1,L,,-,1-,2-5,6-7,8-12,13-18,-,19-,-,20+
'00 263 1st,263,263,1st,Shane Andrews,Expos,140,'00,6,C,3B+1,R,,-,1-3,4-,5-,6-14,15-,-,-,-,16-20
'02 6-2 UL,6,6-2,UL,Shigetoshi Hasegawa,Mariners,140,'02,5,1,Reliever,R,,1-3,4-7,8-12,13-16,17-,18-19,-,20-25,-,26+
'04 8-1 UL,8,8-1,UL,Tim Salmon,Angels,140,'04,11,10,LF-RF+1,R,,-,1-,2-4,5-7,8-12,13-17,-,18-19,-,20+
'04 23-3 UL,23,23-3,UL,Tino Martinez,Devil Rays,140,'04,10,10,1B+0,L,,-,1-,2-4,5-6,7-10,11-17,-,18-19,-,20+
'05 41-2 UL,41,41-2,UL,Todd Walker,Cubs,140,'05,10,10,2B+1,L,,,1-,2-3,4-5,6-10,11-16,-,17-18,-,19+
'04 324 UL,324,324,UL,Travis Lee,Devil Rays,140,'04,10,11,1B+0,L,,-,1-2,3-4,5-6,7-11,12-17,-,18-19,-,20+
'05 185 UL,185,185,UL,Victor Santos,Brewers,140,'05,2,5,Starter,R,,1-,2-5,6-11,12-16,17-,18-19,-,20-24,-,25+
'00 363 1st,363,363,1st,Wally Joyner,Padres,140,'00,8,C,1B+0,L,,-,-,1-2,3-4,5-12,13-18,-,19-,-,20+
'05 88-1 UL,88,88-1,UL,Wily MoPena,Reds,140,'05,9,16,LF-RF+0,R,,,1-3,4-6,7-,8-10,11-16,-,17-,-,18+
'01 60-1 1st,60,60-1,1st,A.J. Pierzynski,Twins,130,'01,7,B,C+4,L,,-,1-,2-,3-5,-,6-14,-,15-18,19-,20+
'04 269 UL,269,269,UL,Abraham Nunez,Pirates,130,'04,9,12,2B+4,S,,-,1-,2-4,5-6,7-9,10-17,-,18-,19-,20+
'05 145-1 UL,145,145-1,UL,Adam Everett,Astros,130,'05,9,14,SS+2,R,,,1-,2-3,4-6,7-8,9-16,17-,18-19,-,20+
'02 5-3 UL,5,5-3,UL,Adam Kennedy,Angels,130,'02,9,16,2B+3,L,,-,-,1-,2-6,7-9,10-17,18-,19-23,-,24+
'00 406 1st,406,406,1st,Alberto Castillo,Cardinals,130,'00,7,C,C+10,R,,-,1-,2-4,-,5-8,9-19,-,-,-,20+
'05 125-2 UL,125,125-2,UL,Alex Cora,Indians,130,'05,10,10,2B+2,L,,,1-,2-4,5-6,7-10,11-18,-,19-,-,20+
'01 454 1st,454,454,1st,Alex S. Gonzalez,Blue Jays,130,'01,7,B,SS+2,R,,-,1-3,4-5,-,6-8,9-15,-,16-18,-,19-20
'01 272 1st,272,272,1st,Anthony Telford,Expos,130,'01,2,1,Reliever,R,,1-2,3-7,8-13,14-17,18-,19-20,-,-,-,-
'02 63-3 UL,63,63-3,UL,Antonio Alfonseca,Cubs,130,'02,3,1,Closer,R,,1-2,3-6,7-14,15-17,18-19,20-24,-,-,-,25+
'02 271 UL,271,271,UL,Ben Davis,Padres,130,'02,10,11,C+6,S,,-,1-3,4-5,6-,7-12,13-18,-,19-,-,20+
'02 3-3 UL,3,3-3,UL,Ben Davis,Mariners,130,'02,10,11,C+6,S,,-,1-3,4-5,6-,7-12,13-18,-,19-,-,20+
'02 324 UL,324,324,UL,Ben Grieve,Devil Rays,130,'02,11,14,LF-RF+1,L,,-,1-4,5-6,-,7-12,13-18,-,19-21,-,22+
'05 59-2 UL,59,59-2,UL,Bengie Molina,Angels,130,'05,9,10,C+4,R,,,1-,2-4,5-6,7-8,9-17,-,18-19,-,20+
'01 114-2 1st,114,114-2,1st,Benji Gil,Angels,130,'01,7,A,SS+3,R,,-,1-2,3-4,-,5-10,11-16,17-,18-19,-,20+
'03 138 UL,138,138,UL,Brad Ausmus,Astros,130,'03,9,9,C+9,R,G,-,1-,2-4,5-6,7-9,10-17,-,18-19,-,20+
'01 149-2 1st,149,149-2,1st,Brent Mayne,Rockies,130,'01,8,C,C+4,L,,-,-,1-2,3-4,5-8,9-18,-,19-,-,20+
'04 180 UL,180,180,UL,Brian Jordan,Dodgers,130,'04,11,10,LF-RF+1,R,,-,1-,2-3,4-5,6-9,10-16,-,17-18,-,19+
'01 378 1st,378,378,1st,Calvin Murray,Giants,130,'01,8,A,OF+1,R,,-,1-,-,2-5,6-12,13-16,17-18,19-20,-,-
'05 64-2 UL,64,64-2,UL,Carlos Zambrano,Cubs,130,'05,3,7,Starter,R,,1-2,3-7,8-14,15-16,17-,18-19,-,20-25,-,26+
'03 29-2 UL,29,29-2,UL,Carlos Zambrano,Cubs,130,'03,2,5,Starter,R,,1-,2-6,7-14,15-16,17-18,19-,-,20-21,-,22+
'04 99-3 UL,99,99-3,UL,Casey Blake,Indians,130,'04,9,12,"3B+1, 1B+1",R,,-,1-2,3-5,6-7,8-9,10-16,-,17-19,-,20+
'01 60-2 1st,60,60-2,1st,Chris Richard,Orioles,130,'01,7,B,1B+0,L,,-,1-2,3-,4-5,6-10,11-14,15-,16-17,-,18-20
'02 22-3 UL,22,22-3,UL,Chuck Knoblauch,Royals,130,'02,10,19,LF-RF+0,R,,-,-,1-3,4-6,7-11,12-17,18-19,20-21,-,22+
'01 48-2 1st,48,48-2,1st,Cliff Politte,Phillies,130,'01,1,5,Starter,R,,1-3,4-8,9-13,14-17,18-19,20-,-,-,-,-
'03 15-1 UL,15,15-1,UL,Craig Counsell,Diamondbacks,130,'03,10,12,"3B+3, SS+2",L,,-,1-,2-4,5-6,7-10,11-18,-,19-20,-,21+
'03 242 UL,242,242,UL,Craig Wilson,Pirates,130,'03,10,9,"LF-RF+0, 1B+0",R,,-,1-2,3-4,5-6,7-10,11-17,-,18-19,-,20+
'05 189 UL,189,189,UL,Cristian Guzman,Twins,130,'05,9,13,SS+3,S,,,1-,2-5,6-7,8-9,10-16,17-,18-19,-,20+
'02 92-2 UL,92,92-2,UL,Danny Graves,Reds,130,'02,5,1,Closer,R,,1-3,4-6,7-14,15-16,-,17-19,-,20-25,-,26+
'02 196 UL,196,196,UL,David Ortiz,Twins,130,'02,9,12,DH,L,,-,1-2,3-,4-6,7-11,12-15,-,16-17,-,18+
'01 159-2 1st,159,159-2,1st,Deivi Cruz,Tigers,130,'01,7,C,SS+3,R,,-,-,1-3,4-,-,5-14,-,15-18,19-,20+
'00 39-2 1st,39,39-2,1st,Dennys Reyes,Reds,130,'00,3,1,Reliever,L,,8-9,1-7,10-14,15-16,17-19,20-,-,-,-,-
'03 127-2 UL,127,127-2,UL,Dmitri Young,Tigers,130,'03,9,9,DH,S,,-,1-,2-4,5-,6-8,9-16,-,17-19,-,20+
'01 373 1st,373,373,1st,Doug Henry,Giants,130,'01,2,1,Reliever,R,,1-4,5-9,10-14,15-17,18-20,-,-,-,-,-
'03 35-2 UL,35,35-2,UL,Eli Marrero,Cardinals,130,'03,9,12,LF-RF+2,R,,-,1-,2-3,4-7,8-10,11-16,-,17-18,19-,20+
'00 141-2 1st,141,141-2,1st,Enrique Wilson,Indians,130,'00,7,B,2B-SS-3B+1,S,,-,-,1-3,4-5,6-7,8-15,16-,17-20,-,-
'02 95-1 UL,95,95-1,UL,Eric Gagne,Dodgers,130,'02,1,6,Starter,R,,1-4,5-9,10-13,14-18,19-,-,-,20-,-,21+
'03 162 UL,162,162,UL,Eric Karros,Dodgers,130,'03,9,10,1B+0,R,,-,1-,2-4,5-6,7-9,10-17,-,18-19,-,20+
'03 14 P,14,14,P,Giovanni Carrara,Dodgers,130,'03,3,1,Reliever,R,,1-4,5-7,8-13,14-16,17-,18-19,-,20-24,-,25+
'04 18-2 UL,18,18-2,UL,Grant Balfour,Twins,130,'04,3,2,Reliever,R,R,1-2,3-8,9-13,14-16,17-18,19-20,-,21-22,-,23+
'03 35-3 UL,35,35-3,UL,Hee Seop Choi,Cubs,130,'03,9,10,1B+0,L,R,-,1-2,3-4,5-6,7-11,12-17,-,18-19,-,20+
'00 106-1 1st,106,106-1,1st,Jason Christiansen,Pirates,130,'00,3,1,Reliever,L,,7-8,1-6,9-14,15-17,18-19,-,-,20-,-,-
'05 115-2 UL,115,115-2,UL,Jason Marquis,Cardinals,130,'05,2,6,Starter,R,,1-2,3-6,7-14,15-16,17-,18-19,-,20-23,-,24+
'04 19-2 UL,19,19-2,UL,Javier Lopez,Rockies,130,'04,4,1,Reliever,L,,1-2,3-6,7-10,11-16,17-,18-19,-,20-24,-,25+
'05 116-2 UL,116,116-2,UL,Jayson Werth,Dodgers,130,'05,10,10,LF-RF+1,R,,,1-3,4-5,6-7,8-11,12-17,-,18-,-,19+
'05 130-2 UL,130,130-2,UL,Jeff Conine,Marlins,130,'05,10,13,"LF-RF+1, 1B+1",R,,,1-,2-4,5-7,8-10,11-17,-,18-19,-,20+
'04 20-2 UL,20,20-2,UL,Jeff Nelson,Rangers,130,'04,3,1,Reliever,R,,1-3,4-10,11-15,16-17,18-,19-22,-,23-25,-,26+
'03 195 UL,195,195,UL,Jeromy Burnitz,Mets,130,'03,9,12,LF-RF+1,L,,-,1-2,3-4,5-6,7-11,12-16,17-,18-,-,19+
'02 87-3 UL,87,87-3,UL,Jesus Colome,Devil Rays,130,'02,5,2,Reliever,R,,1-3,4-6,7-13,14-16,17-18,19-,-,20-,-,21+
'04 284 UL,284,284,UL,Jim Brower,Giants,130,'04,3,2,Reliever,R,,1-,2-5,6-13,14-16,17-,18-19,-,20-25,-,26+
'03 32-2 UL,32,32-2,UL,Joe Beimel,Pirates,130,'03,3,1,Reliever,L,,1-2,3-7,8-15,16-17,18-,19-21,-,22-,-,23+
'03 34-3 UL,34,34-3,UL,John Halama,Athletics,130,'03,3,5,Starter,L,,1-3,4-6,7-14,15-16,17-,18-19,-,20-21,-,22+
'01 45-2 1st,45,45-2,1st,John Rocker,Braves,130,'01,3,1,Closer,L,,1-3,4-11,12-13,14-16,17-19,20-,-,-,-,-
'05 36-1 UL,36,36-1,UL,Jorge Julio,Orioles,130,'05,2,1,Closer,R,,1-2,3-7,8-12,13-16,17-18,19-21,-,22-23,-,24+
'03 118-2 UL,118,118-2,UL,Juan Acevedo,Tigers,130,'03,4,1,Reliever,R,,1-2,3-5,6-12,13-15,16-17,18-19,-,20-25,-,26+
'03 114-2 UL,114,114-2,UL,Juan Pierre,Rockies,130,'03,9,23,CF+1,L,,-,1-,2-5,6-,7-8,9-15,16-19,20-,-,21+
'02 150-2 UL,150,150-2,UL,Julio Lugo,Astros,130,'02,10,18,SS+3,R,,-,1-3,4-5,6-7,8-11,12-18,19-,20-21,-,22+
'05 14 P,14,14,P,Justin Morneau,Twins,130,'05,10,8,1B+0,L,,,1-2,3-4,5-7,8-11,12-16,-,17-18,-,19+
'05 6-1 UL,6,6-1,UL,Kevin Gregg,Angels,130,'05,3,2,Reliever,R,,1-2,3-7,8-13,14-16,17-,18-19,-,20-25,-,26+
'02 59-2 UL,59,59-2,UL,Lee Stevens,Expos,130,'02,10,12,1B+0,L,,-,1-4,5-7,-,8-12,13-16,-,17-18,-,19+
'03 19 P,19,19,P,Mark Ellis,Athletics,130,'03,10,15,2B+2,R,,-,1-,2-,3-5,6-10,11-17,-,18-19,-,20+
'00 11-2 1st,11,11-2,1st,Mark Petkovsek,Angels,130,'00,3,1,Reliever,R,,4-6,1-3,7-13,14-17,-,18-19,-,20-,-,-
'01 155-2 1st,155,155-2,1st,Matt Anderson,Tigers,130,'01,3,1,Reliever,R,,1-2,3-8,9-13,14-16,17-18,19-20,-,-,-,-
'03 101-3 UL,101,101-3,UL,Matt Lawton,Indians,130,'03,10,12,LF-RF+2,L,,-,1-,2-4,5-6,7-12,13-17,-,18-19,-,20+
'01 320 1st,320,320,1st,Matt Stairs,Athletics,130,'01,7,B,LF-RF+0,L,,-,1-2,-,3-,4-12,13-15,-,16-17,-,18-20
'00 101-2 1st,101,101-2,1st,Mike Magnante,Athletics,130,'00,4,1,Reliever,L,,4-6,1-3,7-11,12-16,17-,18-19,-,20-,-,-
'01 270 1st,270,270,1st,Mike Mordecai,Expos,130,'01,7,B,3B+1,R,,-,1-2,3-4,-,5-7,8-14,15-,16-18,-,19-20
'03 28-2 UL,28,28-2,UL,Mike Stanton,Mets,130,'03,3,1,Reliever,L,,1-,2-4,5-10,11-15,16-,17-19,-,20-,-,21+
'00 19-2 1st,19,19-2,1st,Mike Trombley,Orioles,130,'00,4,1,Reliever,R,,6-7,1-5,8-11,12-16,17-,18-19,-,20-,-,-
'05 10 P,10,10,P,Nate Field,Royals,130,'05,3,1,Reliever,R,,1-,2-5,6-10,11-16,17-,18-19,-,20-24,-,25+
'05 345 UL,345,345,UL,Orlando Hudson,Blue Jays,130,'05,10,12,2B+4,S,,,1-2,3-5,6-7,8-11,12-17,-,18-19,20-,21+
'04 254 UL,254,254,UL,Pat Burrell,Phillies,130,'04,9,8,LF-RF+0,R,,-,1-2,3-4,5-6,7-11,12-15,-,16-18,-,19+
'04 40 P,40,40,P,Paul Shuey,Dodgers,130,'04,3,1,Reliever,R,,1-,2-6,7-14,15-16,17-18,19-,-,20-25,-,26+
'01 166-2 1st,166,166-2,1st,Pedro Feliz,Giants,130,'01,5,C,3B+2,R,,-,1-,-,2-,-,3-10,-,11-12,13-,14-20
'03 239 UL,239,239,UL,Pokey Reese,Pirates,130,'03,9,13,2B+4,R,,-,1-,2-3,4-5,6-9,10-16,17-18,19-20,-,21+
'05 39-1 UL,39,39-1,UL,Rafael Palmeiro,Orioles,130,'05,10,10,1B+0,L,,,1-,2-3,4-6,7-11,12-17,-,18-19,-,20+
'03 94-3 UL,94,94-3,UL,Reggie Taylor,Reds,130,'03,9,13,"CF+2, LF-RF+1",L,,-,1-3,4-5,6-7,8-9,10-15,16-,17-18,19-,20+
'01 209 1st,209,209,1st,Rey Sanchez,Royals,130,'01,7,B,SS+5,R,,-,-,1-4,-,5-,6-18,19-,20-,-,-
'05 210 UL,210,210,UL,Richard Hidalgo,Mets,130,'05,9,10,LF-RF+1,R,,,1-2,3-4,5-7,8-10,11-16,-,17-18,-,19+
'01 78-2 1st,78,78-2,1st,Rick Aguilera,Cubs,130,'01,4,1,Closer,R,,1-3,4-7,8-13,14-16,17-,18-19,-,-,-,20+
'04 90-3 UL,90,90-3,UL,Rob Mackowiak,Pirates,130,'04,9,13,LF-RF+0,L,,-,1-,2-3,4-5,6-11,12-17,-,18-,-,19+
'01 142-2 1st,142,142-2,1st,Robert Fick,Tigers,130,'01,7,A,"C+2, 1B+0",L,,-,1-3,4-,5-,6-11,12-15,16-,17-,18-,19-20
'01 63-2 1st,63,63-2,1st,Rolando Arrojo,Red Sox,130,'01,1,5,Starter,R,,1-3,4-7,8-14,15-17,18-,19-,-,20-,-,-
'01 246 1st,246,246,1st,Ron Coomer,Twins,130,'01,7,B,1B+1,R,,-,-,1-3,4-,5-6,7-16,-,17-18,-,19-20
'05 71-2 UL,71,71-2,UL,Ruben Sierra,Yankees,130,'05,9,10,LF-RF+1,S,,,1-,2-4,5-6,7-10,11-16,-,17-18,-,19+
'03 4-2 UL,4,4-2,UL,Sandy Alomar Jr.,White Sox,130,'03,9,10,C+3,R,,-,1-,2-5,6-7,8-,9-17,-,18-19,-,20+
'01 35-2 1st,35,35-2,1st,Sandy Alomar Jr.,White Sox,130,'01,7,C,C+3,R,,-,-,1-2,3-,-,4-15,-,16-18,-,19-20
'02 148-2 UL,148,148-2,UL,Satoru Komiyama,Mets,130,'02,4,1,Reliever,R,,1-5,6-9,10-14,15-17,-,18-22,-,-,-,23+
'05 184 UL,184,184,UL,Scott Podsednik,Brewers,130,'05,9,24,CF+1,L,SB,,1-,2-4,5-6,7-10,11-14,15-17,18-19,-,20+
'03 25-1 UL,25,25-1,UL,Shigetoshi Hasegawa,Mariners,130,'03,3,1,Reliever,R,,1-3,4-6,7-13,14-16,17-,18-19,-,20-22,-,23+
'01 5-2 1st,5,5-2,1st,Shigetoshi Hasegawa,Angels,130,'01,2,1,Reliever,R,,1-3,4-7,8-13,14-17,18-,19-20,-,-,-,-
'03 283 UL,283,283,UL,Steve Cox,Devil Rays,130,'03,9,11,1B+0,L,,-,1-,2-4,5-6,7-10,11-17,-,18-19,-,20+
'00 337 1st,337,337,1st,Steve Montgomery,Phillies,130,'00,5,1,Reliever,R,,6-,1-5,7-10,11-15,16-17,18-19,-,20-,-,-
'00 43-1 1st,43,43-1,1st,Steve Reed,Indians,130,'00,5,1,Reliever,R,,5-6,1-4,7-11,12-15,16-,17-19,-,20-,-,-
'03 221 UL,221,221,UL,Terrance Long,Athletics,130,'03,8,10,CF+1,L,,-,1-,2-3,4-5,6-9,10-16,-,17-19,-,20+
'04 311 UL,311,311,UL,Tino Martinez,Cardinals,130,'04,10,9,1B+0,L,,-,1-,2-4,5-6,7-10,11-17,-,18-19,-,20+
'04 321 UL,321,321,UL,Toby Hall,Devil Rays,130,'04,9,8,C+9,R,,-,1-,2-3,4-6,7-8,9-17,-,18-19,-,20+
'01 102-2 1st,102,102-2,1st,Tsuyoshi Shinjo,Mets,130,'01,6,A,"CF+2, LF-RF+1",R,,-,1-5,6-,-,7-8,9-13,14-15,16-,-,17-20
'00 334 1st,334,334,1st,Wayne Gomes,Phillies,130,'00,4,1,Closer,R,,5-6,1-4,7-12,13-14,15-18,19-20,-,-,-,-
'03 24-1 UL,24,24-1,UL,Willie Bloomquist,Mariners,130,'03,9,15,LF-RF+1,R,R,-,1-,2-4,5-6,7-10,11-17,18-,19-,-,20+
'03 23-2 UL,23,23-2,UL,Aaron Sele,Angels,120,'03,2,6,Starter,R,,1-2,3-5,6-12,13-16,17-,18-19,-,20-22,-,23+
'02 214 UL,214,214,UL,Armando Benitez,Mets,120,'02,2,1,Closer,R,,1-2,3-11,12-14,15-19,20-,-,-,-,-,21+
'03 4 P,4,4,P,Armando Rios,Pirates,120,'03,9,15,LF-RF+2,L,,-,1-2,3-4,5-6,7-9,10-18,-,19-22,-,23+
'04 44-3 UL,44,44-3,UL,B. J. Surhoff,Orioles,120,'04,10,9,"OF+0, 1B+0",L,,-,1-,2-4,5-6,7-9,10-17,-,18-19,-,20+
'02 42-3 UL,42,42-3,UL,Barry Larkin,Reds,120,'02,11,14,SS+3,R,,-,1-,2-5,6-7,8-13,14-18,-,19-24,-,25+
'00 4-2 1st,4,4-2,1st,Ben Molina,Angels,120,'00,6,C,C+8,R,,-,-,1-2,3-,4-6,6-15,-,16-18,-,19-20
'02 291 UL,291,291,UL,Benito Santiago,Giants,120,'02,8,15,C+6,R,,-,1-,2-4,5-,6-,7-16,-,17-19,20-23,24+
'03 72-3 UL,72,72-3,UL,Bill Mueller,Cubs,120,'03,10,8,3B+0,S,,-,1-,2-4,5-6,7-11,12-17,-,18-19,-,20+
'00 118-2 1st,118,118-2,1st,Bobby Estalella,Giants,120,'00,6,B,C+2,R,,-,1-3,-,4-,5-12,13-15,-,16-17,-,18-20
'02 144-2 UL,144,144-2,UL,Brad Ausmus,Astros,120,'02,8,16,C+9,R,,-,-,1-3,4-7,8-9,10-16,-,17-19,20-23,24+
'00 346 1st,346,346,1st,Brad Clontz,Pirates,120,'00,3,1,Reliever,R,,6-7,1-5,8-11,12-16,17-18,19-20,-,-,-,-
'00 181 1st,181,181,1st,Braden Looper,Marlins,120,'00,4,1,Reliever,R,,4-6,1-3,7-12,13-15,16-,17-20,-,-,-,-
'04 138 UL,138,138,UL,Braden Looper,Marlins,120,'04,3,1,Closer,R,,1-2,3-6,7-14,15-16,17-,18-19,-,20-26,-,27+
'02 44-3 UL,44,44-3,UL,Brent Mayne,Royals,120,'02,10,12,C+7,L,,-,-,1-6,7-,8-9,10-19,-,20-26,-,27+
'05 108-2 UL,108,108-2,UL,Brian Lawrence,Padres,120,'05,2,6,Starter,R,,1-2,3-5,6-13,14-16,17-,18-19,-,20-23,-,24+
'00 317 1st,317,317,1st,Buddy Groom,Athletics,120,'00,3,1,Reliever,L,,5-6,1-4,7-13,14-16,17-,18-20,-,-,-,-
'04 239 UL,239,239,UL,Chad Bradford,Athletics,120,'04,3,1,Reliever,R,,1-2,3-6,7-15,16-,17-,18-19,-,20-24,-,25+
'04 83-2 UL,83,83-2,UL,Chad Cordero,Expos,120,'04,5,1,Reliever,R,R,1-,2-8,9-12,13-16,17-,18-,-,19-24,-,25+
'05 121-2 UL,121,121-2,UL,Chris Hammond,Padres,120,'05,3,1,Reliever,L,,1-,2-4,5-11,12-16,17-,18-19,-,20-25,-,26+
'04 118-2 UL,118,118-2,UL,Chris Stynes,Rockies,120,'04,9,10,3B+3,R,,-,1-,2-4,5-6,7-10,11-16,-,17-19,-,20+
'03 31-2 UL,31,31-2,UL,Craig Monroe,Tigers,120,'03,9,10,LF-RF+2,R,R,-,1-2,3-5,6-7,8-11,12-17,-,18-,-,19+
'01 410 1st,410,410,1st,Craig Paquette,Cardinals,120,'01,6,B,"3B+1, LF-RF+1",R,,-,1-3,-,4-5,6-7,8-12,-,13-15,16-,17-20
'02 277 UL,277,277,UL,D'Angelo Jimenez,Padres,120,'02,11,12,SS+3,S,,-,1-3,4-5,6-7,8-11,12-18,-,19-24,-,25+
'00 59-2 1st,59,59-2,1st,Dan Miceli,Marlins,120,'00,3,1,Reliever,R,,6-7,1-5,8-13,14-16,17-18,19-20,-,-,-,-
'02 155 UL,155,155,UL,Daryle Ward,Astros,120,'02,9,9,LF-RF+0,L,,-,1-3,4-5,6-,7-9,10-15,-,16-18,-,19+
'02 122-2 UL,122,122-2,UL,Dave Weathers,Mets,120,'02,4,1,Reliever,R,,1-3,4-7,8-13,14-17,18-,19-27,-,-,-,28+
'05 165-2 UL,165,165-2,UL,David Dellucci,Rangers,120,'05,10,12,LF-RF+1,L,,,1-2,3-5,6-7,8-12,13-17,-,18-,-,19+
'04 16-3 UL,16,16-3,UL,David Dellucci,Rangers,120,'04,9,13,LF-RF+1,L,,-,1-2,3-4,5-6,7-10,11-15,16-,17-18,19-,20+
'02 145-2 UL,145,145-2,UL,Denny Hocking,Twins,120,'02,9,16,SS+3,S,,-,1-2,3-4,5-6,7-10,11-17,18-,19-24,-,25+
'03 12 P,12,12,P,Denny Hocking,Twins,120,'03,9,10,"2B+1, SS+1",S,,-,1-,2-4,5-6,7-10,11-18,-,19-23,-,24+
'05 159-2 UL,159,159-2,UL,Desi Relaford,Royals,120,'05,9,14,IF+1,S,,,1-,2-3,4-5,6-9,10-17,-,18-19,-,20+
'00 321 1st,321,321,1st,Doug Jones,Athletics,120,'00,3,1,Reliever,R,,5-6,1-4,7-12,13-17,-,18-19,-,20-,-,-
'02 172 UL,172,172,UL,Eric Karros,Dodgers,120,'02,9,11,1B+1,R,,-,1-4,5-6,7-,8-11,12-16,-,17-18,-,19+
'05 18 P,18,18,P,Eric Valent,Mets,120,'05,9,8,"1B+1, LF-RF+1",L,,,1-2,3-4,5-6,7-10,11-16,-,17-18,-,19+
'04 17-2 UL,17,17-2,UL,Eric Young,Rangers,120,'04,9,19,2B+2,R,,-,1-,2-4,5-6,7-11,12-15,16-17,18-19,-,20+
'03 21-3 UL,21,21-3,UL,Hank Blalock,Rangers,120,'03,9,10,3B+0,L,,-,1-2,3-4,5-6,7-11,12-16,-,17-19,-,20+
'00 79-2 1st,79,79-2,1st,Hector Carrasco,Twins,120,'00,3,1,Reliever,R,,5-6,1-4,7-12,13-16,17-,18-20,-,-,-,-
'05 166 UL,166,166,UL,Hee-Seop Choi,Dodgers,120,'05,11,9,1B+1,L,,,1-2,3-4,5-6,7-12,13-17,-,18-19,-,20+
'02 292 UL,292,292,UL,J.T. Snow,Giants,120,'02,11,12,1B+0,L,,-,1-4,5-6,7-,8-13,14-18,-,19-,-,20+
'02 191 UL,191,191,UL,Jacque Jones,Twins,120,'02,10,12,LF-RF+2,L,,-,1-2,3-7,-,8-10,11-16,17-,18-19,-,20+
'03 62-3 UL,62,62-3,UL,Jason Varitek,Red Sox,120,'03,9,10,C+4,S,,-,1-2,3-4,5-6,7-10,11-17,-,18-19,-,20+
'03 262 UL,262,262,UL,Jeff Cirillo,Mariners,120,'03,9,12,3B+1,R,,-,1-,2-4,5-6,7-9,10-17,-,18-19,-,20+
'05 144-1 UL,144,144-1,UL,Jeff Suppan,Cardinals,120,'05,2,6,Starter,R,,1-3,4-6,7-14,15-16,17-,18-19,-,20-23,-,24+
'02 160 UL,160,160,UL,Joe Randa,Royals,120,'02,9,13,3B+1,R,,-,-,1-4,5-6,7-9,10-16,-,17-19,-,20+
'05 117-2 UL,117,117-2,UL,John Mabry,Cardinals,120,'05,10,10,LF-RF+0,L,,,1-2,3-4,5-6,7-10,11-17,-,18-19,-,20+
'05 323 UL,323,323,UL,Jose Cruz,Devil Rays,120,'05,9,13,LF-RF+1,S,,,1-2,3-4,5-6,7-11,12-16,17-,18-,19-,20+
'00 397 1st,397,397,1st,Jose Mesa,Mariners,120,'00,4,1,Closer,R,,4-5,1-3,6-10,11-14,15-16,17-20,-,-,-,-
'02 59-3 UL,59,59-3,UL,Jose Offerman,Red Sox,120,'02,10,16,2B-1B+1,S,,-,1-2,3-4,5-6,7-11,12-19,-,20-22,-,23+
'02 154 UL,154,154,UL,Jose Vizcaino,Astros,120,'02,10,19,"SS+2, 2B+1",S,,-,-,1-5,6-7,8-9,10-19,-,-,20-26,27+
'03 30-3 UL,30,30-3,UL,Juan Castro,Reds,120,'03,9,12,2B+4,R,,-,1-2,3-5,6-7,8-9,10-19,-,-,-,20+
'03 290 UL,290,290,UL,Juan Gonzalez,Rangers,120,'03,9,9,LF-RF+1,R,,-,1-2,3-4,5-6,7-9,10-16,-,17-19,-,20+
'03 26-2 UL,26,26-2,UL,Julio Franco,Braves,120,'03,10,11,1B+1,R,,-,1-2,3-5,6-,7-10,11-18,-,19-,-,20+
'05 21-2 UL,21,21-2,UL,Kazuhisa Ishii,Mets,120,'05,2,6,Starter,L,,1-,2-4,5-8,9-15,16-17,18-19,-,20-23,-,24+
'00 40-1 1st,40,40-1,1st,Keith Lockhart,Braves,120,'00,7,B,2B+4,L,,-,-,1-2,3-4,5-9,10-18,19-,-,20-,-
'00 75-2 1st,75,75-2,1st,Mark Portugal,Red Sox,120,'00,3,5,Starter,R,,4-5,1-3,6-11,12-16,-,17-18,-,19-,-,20+
'01 108 1st,108,108,1st,Marlon Anderson,Phillies,120,'01,7,A,2B+2,L,,-,1-,2-3,4-5,6-8,9-16,17-,18-,19-,20+
